,Frequency (MHz),Clean_EIRP(dBm)
324,109.97,-100.15315404141334
325,110.0625,
326,110.155,
327,110.2475,
328,110.34,
329,110.4325,
330,110.525,
331,110.6175,-107.22377549865013
332,110.71,
333,110.8025,
334,110.895,
335,110.9875,
336,111.08,-101.05161971936201
337,111.1725,-101.00265753582204
338,111.265,-103.3272990662687
339,111.3575,-104.22312186881683
340,111.45,
341,111.5425,-101.32434441244777
342,111.635,-101.82103925518075
343,111.7275,
344,111.82,-106.2409596068413
345,111.9125,
346,112.005,
347,112.0975,
348,112.19,-100.37305894437212
349,112.2825,
350,112.375,-97.24747665082705
351,112.4675,-96.48391285950167
352,112.56,-95.10464299906428
353,112.6525,-103.43412846089039
354,112.745,
355,112.8375,
356,112.93,-98.48026113595255
357,113.0225,-97.067815537335
358,113.115,
359,113.2075,-115.10260872018048
360,113.3,-102.6800168576657
361,113.3925,-105.33365889208872
362,113.485,-100.69478149255815
363,113.5775,-102.2443770050022
364,113.67,
365,113.7625,-101.16598982672969
366,113.855,-97.5964898413571
367,113.9475,-96.10550832935118
368,114.04,-98.76912038684019
369,114.1325,-102.09786413763874
370,114.225,
371,114.3175,
372,114.41,-99.73364851732683
373,114.5025,-95.07250120269502
374,114.595,-95.46916318018133
375,114.6875,-97.37163732783549
376,114.78,-103.4488916595241
377,114.8725,-93.62211999966345
378,114.965,-93.07947622145721
379,115.0575,-95.45695915898602
380,115.15,-101.51527425209296
381,115.2425,
382,115.335,-94.05507731756327
383,115.4275,-92.25837184451207
384,115.52,-93.6606743011915
385,115.6125,-102.50381220254467
386,115.705,
387,115.7975,-93.73959537546844
388,115.89,-90.48973593489112
389,115.9825,-91.09108642394062
390,116.075,-105.36997603363764
391,116.1675,
392,116.26,-92.84489278597846
393,116.3525,-90.52688509093878
394,116.445,-90.04220606958752
395,116.5375,-96.39192378435402
396,116.63,-99.75641514614806
397,116.7225,-92.98692413481923
398,116.815,-89.65697974078722
399,116.9075,-87.71156837623278
400,117.0,-92.19724078715248
401,117.0925,-94.53405985387624
402,117.185,-93.14488373825134
403,117.2775,-90.8288316110048
404,117.37,-90.54182071175902
405,117.4625,-93.67878241930507
406,117.555,-110.39895545963472
407,117.6475,-96.0514298070556
408,117.74,-92.81121209920636
409,117.8325,-92.58928837848393
410,117.925,-97.87663756597924
411,118.0175,-99.3213077300379
412,118.11,-104.80004181012427
413,118.2025,-95.19714088433119
414,118.295,-94.68235424544206
415,118.3875,-100.48088598868718
416,118.48,
417,118.5725,
418,118.665,-99.51570722813477
419,118.7575,-98.25725697610847
420,118.85,-102.63204643072315
421,118.9425,-103.49964793709975
422,119.035,
423,119.1275,-101.53654049086632
424,119.22,-95.82133057574252
425,119.3125,
426,119.405,
427,119.4975,-104.4887222129607
428,119.59,
429,119.6825,-100.36691819498702
430,119.775,-106.98361426394057
431,119.8675,
432,119.96,-109.17479145121995
433,120.0525,-123.68134964085966
434,120.145,-102.21194500534536
435,120.2375,-100.0822445765074
436,120.33,-100.41236915980019
437,120.4225,-99.52310765415861
438,120.515,-99.15788416910485
439,120.6075,-103.6367679451588
440,120.7,-104.10098580038549
441,120.7925,
442,120.885,-102.0816664011353
443,120.9775,
444,121.07,
445,121.1625,-103.00875082144181
446,121.255,-119.07655681292118
447,121.3475,
448,121.44,-105.47158414788775
449,121.5325,-100.45671062290896
450,121.625,-100.82747283320239
451,121.7175,
452,121.81,
453,121.9025,-100.49544294916697
454,121.995,-96.66050176883905
455,122.0875,-97.02737639490765
456,122.18,-100.1220478244573
457,122.2725,
458,122.365,-105.4556286958383
459,122.4575,-95.22016953089602
460,122.55,-93.19216711784422
461,122.6425,-95.55240046457114
462,122.735,-101.29668533402551
463,122.8275,-96.36871055362447
464,122.92,-91.05153860533265
465,123.0125,-91.3040195846336
466,123.105,-93.94287978700723
467,123.1975,-100.97679497129896
468,123.29,-96.11785153160925
469,123.3825,-96.03881121078038
470,123.475,-89.8816370809297
471,123.5675,-91.42765395453203
472,123.66,-98.12537486678087
473,123.7525,-98.47254893297767
474,123.845,-91.39146707985111
475,123.9375,-90.12698045616936
476,124.03,-89.15670510265096
477,124.1225,-90.70735314291753
478,124.215,-94.55785702068475
479,124.3075,-93.46326746009905
