,Frequency (MHz),Clean_EIRP(dBm)
512,598.786667,-78.64005813989351
513,599.76,-77.75082173138946
514,600.733333,-78.79905119776986
515,601.706667,-78.0245028066799
516,602.68,-77.38413989633071
517,603.653333,-73.6099143702411
518,604.626667,-73.35353630009193
519,605.6,-80.17404978762977
520,606.573333,-79.66969147123811
521,607.546667,-77.2063623839239
522,608.52,-73.09827811080349
523,609.493333,-75.15048394349934
524,610.466667,-73.82884011169415
525,611.44,-70.56835735594285
526,612.413333,-80.18850489503964
527,613.386667,-83.60125619089132
528,614.36,-72.79660648092047
529,615.333333,-73.35717572412622
530,616.306667,-79.13377717022766
531,617.28,-76.98493629742462
532,618.253333,-74.78404283574899
533,619.226667,-82.46348535441341
534,620.2,-77.44174703584251
535,621.173333,-80.36045413763695
536,622.146667,-79.4992797392859
537,623.12,-78.85674283229187
538,624.093333,-75.7082602542839
539,625.066667,-72.67950787936365
540,626.04,-75.92462698361278
541,627.013333,-70.9265763187068
542,627.986667,-70.82123329626262
543,628.96,-77.95915557504651
544,629.933333,-72.96590523699584
545,630.906667,-68.31878465394634
546,631.88,-75.76529576423528
547,632.853333,-73.42293179742968
548,633.826667,-79.50635615666167
549,634.8,-74.84619662795113
550,635.773333,-77.98096608678887
551,636.746667,-73.03833586565577
552,637.72,-76.79237911604932
553,638.693333,-76.27960760725136
554,639.666667,-76.35915565065025
555,640.64,-77.92573866605373
556,641.613333,-77.23013078843344
557,642.586667,-77.35706439743461
558,643.56,-75.89395568553836
559,644.533333,-77.66053750638348
560,645.506667,-81.01542167270304
561,646.48,-80.62467454587198
562,647.453333,-79.23449359164765
563,648.426667,-74.91758470946957
564,649.4,-77.07840324616012
565,650.373333,-78.82645920952254
566,651.346667,-86.23857924186191
567,652.32,-76.55411842116254
568,653.293333,-80.34033341030937
569,654.266667,-76.8707088748329
570,655.24,-78.2788610140753
571,656.213333,-78.63948219304218
572,657.186667,-78.75375112997405
573,658.16,-78.85715184441992
574,659.133333,-78.43776269020245
575,660.106667,-78.29952166710848
576,661.08,-76.00383754868017
577,662.053333,-75.11506794883067
578,663.026667,-69.66596923613123
579,664.0,-78.54536575049832
580,664.973333,-75.5104293366888
581,665.946667,-74.80845607209206
582,666.92,-74.4554714341721
583,667.893333,-74.53420890213758
584,668.866667,-85.87495750457305
585,669.84,-77.76768009337972
586,670.813333,
587,671.786667,-75.6910813986176
588,672.76,-76.53494241970921
589,673.733333,-81.39719956745729
590,674.706667,-71.05622213934733
591,675.68,-78.03824930647201
592,676.653333,-81.58547807650946
593,677.626667,-79.33643281469635
594,678.6,-77.11525305119915
595,679.573333,-79.32735950494394
596,680.546667,-77.67980330052671
597,681.52,-77.60397303380896
598,682.493333,
599,683.466667,-78.11783457216686
600,684.44,-76.28052446186433
601,685.413333,
602,686.386667,-78.20391653945819
603,687.36,-89.0845562326922
604,688.333333,
605,689.306667,-81.4698797208724
606,690.28,-80.10955663584211
607,691.253333,-81.38204766229404
608,692.226667,-82.74078198731969
609,693.2,-80.23722588988801
610,694.173333,-80.8088541570345
611,695.146667,-84.62154738425235
612,696.12,-85.47620285526358
613,697.093333,-78.5157394177811
614,698.066667,-78.78435908473718
615,699.04,-77.71474382439018
616,700.013333,-77.0544712301356
617,700.986667,-92.69237074843909
618,701.96,-78.76930210478977
619,702.933333,-79.90872603463599
620,703.906667,-80.24696189300914
621,704.88,
622,705.853333,-78.84642869710679
623,706.826667,-76.83202335231809
624,707.8,-77.23773016766452
625,708.773333,-79.052252583917
626,709.746667,-77.47273011251234
627,710.72,-86.53459684845919
628,711.693333,-78.70937920361578
629,712.666667,-79.25663401249051
630,713.64,-80.95622208107066
631,714.613333,-77.6897827809031
632,715.586667,-78.12612780978063
633,716.56,-79.8191256060242
634,717.533333,-77.91724718217625
635,718.506667,-77.93375552522095
636,719.48,
637,720.453333,-79.91231326481997
638,721.426667,-77.18576483621946
639,722.4,-76.4490859069028
640,723.373333,-78.02309443278669
641,724.346667,-86.08029884460508
642,725.32,-80.6768309861761
643,726.293333,-81.95309616050957
644,727.266667,-75.08440064245343
645,728.24,-87.64691452633103
646,729.213333,-79.50683049366208
647,730.186667,-74.8605725411897
648,731.16,-79.18509647176644
649,732.133333,-79.52234043823884
650,733.106667,-76.44044836852413
651,734.08,-77.7306848811478
652,735.053333,-82.4025479795054
653,736.026667,-76.96288640740636
654,737.0,-78.86870876660299
655,737.973333,-80.06139873250976
656,738.946667,
657,739.92,-79.36211282885446
658,740.893333,-78.57254672874201
659,741.866667,
660,742.84,-84.11392802774388
661,743.813333,-77.7601013231639
662,744.786667,-78.78595907449227
663,745.76,-81.29268958302511
664,746.733333,-79.08072003351622
665,747.706667,-85.5409206577532
666,748.68,-77.55006319755213
667,749.653333,-83.86000007137484
668,750.626667,-94.50781011255759
669,751.6,-79.86321465797154
670,752.573333,
671,753.546667,-82.16571266081552
672,754.52,-78.14215423075181
673,755.493333,
674,756.466667,-79.0533781073891
675,757.44,-83.06550995215737
676,758.413333,-83.82688162925469
677,759.386667,-77.3304049443506
678,760.36,-79.68546614812017
679,761.333333,-77.9535255723717
680,762.306667,-79.93689248884328
681,763.28,-87.51917850171421
682,764.253333,-80.71541236674555
683,765.226667,-77.36266242340785
684,766.2,-77.11843244646941
685,767.173333,
686,768.146667,-82.81935230282483
687,769.12,-75.52904279778816
688,770.093333,-80.55492858279322
689,771.066667,-77.82272326675512
690,772.04,-80.34460765734318
691,773.013333,-77.78671018953807
692,773.986667,-80.77282887913269
693,774.96,-74.40226967004241
694,775.933333,-79.38922449727417
695,776.906667,-80.07217363208159
696,777.88,-84.53524966929808
697,778.853333,-76.12194164350169
698,779.826667,-78.83447261153962
699,780.8,-78.03974916228813
700,781.773333,-74.66130839249011
701,782.746667,-76.0236670942945
702,783.72,-76.16159969062436
703,784.693333,-75.65002595374452
704,785.666667,-85.57945229215875
705,786.64,-78.99366811552386
706,787.613333,-79.75389924646235
707,788.586667,-79.59954491165757
708,789.56,-76.55811641754812
709,790.533333,-79.10563118478203
710,791.506667,-77.66253211256549
711,792.48,-76.81115370452206
712,793.453333,-76.52245984347799
713,794.426667,-89.16736316485304
714,795.4,-74.9993956406592
715,796.373333,-80.08580087299273
716,797.346667,-77.7450924785295
717,798.32,-79.66257271238356
718,799.293333,-79.84003974741229
719,800.266667,-75.95220057700715
720,801.24,-77.57056054492398
