Frequency(MHz),EIRP(dBm),BG_EIRP(dBm)
135.5,-97.75622799030211,-98.43239071002867
135.5925,-97.5773087841729,-100.217590461419
135.685,-99.87487501017756,-98.66777509562678
135.7775,-98.27759442021481,-97.56375775029294
135.87,-98.17183652022675,-97.22688260176972
135.9625,-97.60366927302756,-99.98020278132834
136.055,-99.11946578843012,-100.83827682358637
136.1475,-98.80270852311911,-100.58348550065817
136.24,-98.66907747708743,-100.36807497464602
136.3325,-101.26467864884413,-99.6224591053871
136.425,-97.12480715857366,-99.89850405798772
136.5175,-96.13325358416893,-99.37791300799705
136.61,-96.12243976502201,-99.86381091980716
136.7025,-97.10554313118949,-102.03329276497855
136.795,-100.10890942365631,-101.06227093488678
