Frequency(MHz),EIRP(dBm),BG_EIRP(dBm)
124.4,-92.98975228736762,-93.73358773658637
124.4925,-92.87167395391114,-94.00097693242677
124.585,-91.60175739230519,-92.39669452609425
124.6775,-91.66297683093536,-92.4638648924588
124.77,-94.7903504899412,-93.38905959638652
124.8625,-92.01155188217663,-95.80667975082898
124.955,-93.05274022831634,-96.28599370732024
125.0475,-95.1948608407495,-94.37006225676512
125.14,-94.18849347932748,-94.05275129182748
125.2325,-95.78842116444241,-94.33432723133694
125.325,-95.67333082450536,-94.66981367362645
125.4175,-95.70213045810574,-94.8619586441409
125.51,-94.47899737393799,-95.72987475430908
125.6025,-94.8606490246986,-96.47194663212048
125.695,-94.40792688913818,-94.5622542817163
125.7875,-94.6880807314466,-94.98030180078254
125.88,-96.47693231519035,-96.59472253735832
125.9725,-95.81462340585203,-95.44290404550047
126.065,-94.54175622853633,-95.49212701711055
126.1575,-94.5417106826564,-96.81308061673843
126.25,-94.65711774480506,-96.6722620929496
126.3425,-93.57069749159558,-98.63577622694714
126.435,-91.68192400968424,-96.46521105802408
126.5275,-92.7041410266381,-97.13184488405997
126.62,-94.15736176339529,-96.8332193073406
126.7125,-94.5388788382199,-95.75087682405974
126.805,-97.1506034494859,-95.72828594460309
126.8975,-95.9818855149865,-96.07336195541619
126.99,-95.9173765353763,-96.52322675510287
127.0825,-96.0110316783554,-96.98237567249602
127.175,-95.13041978479285,-96.48923783899207
127.2675,-94.93871800579768,-95.36397282757503
127.36,-95.81868489400163,-95.82916005269304
127.4525,-97.59475208579359,-96.10969044028577
127.545,-98.070187089173,-96.00344514581363
127.6375,-94.96982705517104,-96.07413613720229
127.73,-94.1869583619574,-96.56485753187927
127.8225,-94.09500790520391,-96.07781124993048
127.915,-95.59723335057944,-95.9219556406185
128.0075,-95.8098743845226,-97.89732250463979
128.1,-95.85705933586468,-98.05733094230999
128.1925,-95.49538556431122,-98.38258496616669
128.285,-96.37393686042259,-96.60646554694603
128.3775,-94.49023132634338,-97.08618622136291
128.47,-94.29482037938057,-94.65512616551338
128.5625,-95.76691894435838,-95.68696288967088
128.655,-95.97032129032542,-95.49118768436838
128.7475,-93.7501936371111,-95.32654861757985
128.84,-95.18285748437648,-97.19768902734523
128.9325,-96.42655102888965,-95.99246899763965
129.025,-95.1825875491397,-96.85060970490142
129.1175,-95.23719053729843,-96.4697497414
129.21,-96.18453180491616,-96.70015680491616
129.3025,-97.49840852224496,-95.90904542410043
129.395,-96.03109676790467,-96.88824398470155
129.4875,-95.5765000303349,-96.07970437603802
129.58,-93.86271818032799,-97.92362363687096
129.6725,-95.24605534726518,-97.24224064999956
129.765,-95.47319643538856,-99.30397646468543
129.8575,-96.2140821873401,-96.7166456639026
129.95,-95.20949219438596,-96.01200531694455
130.0425,-97.25984874802528,-96.359755669412
130.135,-96.11108476916601,-94.55533678332617
130.2275,-96.29220957452729,-94.56736368829682
130.32,-96.36920072749031,-97.33111478999031
130.4125,-96.97254978867429,-98.0810245201196
130.505,-97.17231572736675,-99.07284368146831
130.5975,-96.14137871112743,-97.66277153339306
130.69,-96.25538517933984,-96.58415104848046
130.7825,-96.46508518949227,-97.7372104336329
130.875,-95.98435122076893,-96.86208254401112
130.9675,-95.83216273672022,-95.12418544179835
131.06,-98.11110197821299,-96.83240019598642
131.1525,-98.40428847690444,-96.939826196631
131.245,-95.78710543866262,-97.9132956242095
131.3375,-94.96330814586753,-99.18163852916831
131.43,-96.20856644158884,-97.8239839220576
131.5225,-95.406429698968,-96.1038173942805
131.615,-93.93413767669044,-97.81457743499122
131.7075,-97.92124375694685,-96.18429765098982
131.8,-97.46147076647132,-96.83548657457679
131.8925,-96.17018561204667,-96.81751684983963
131.985,-96.46752774872536,-97.85768735565895
132.0775,-97.39509650254037,-98.37561102890756
132.17,-96.59150649313315,-98.42521620993003
132.2625,-97.0728899556949,-100.61159387415194
132.355,-95.45434754913933,-98.04004090851433
132.4475,-94.94913964269873,-98.28986840246435
132.54,-96.8525501488187,-98.52154886708041
132.6325,-97.97441978956216,-95.5510417988395
132.725,-100.2684109303154,-95.78322721449508
132.8175,-97.35275190560439,-95.95971601693252
132.91,-96.94984273399734,-94.84689168419266
133.0025,-98.52778038860029,-94.48900780559248
133.095,-98.20019247812952,-94.50386526865687
133.1875,-98.08902258807508,-98.44812292987196
133.28,-99.3680788664308,-97.83714930100112
133.3725,-99.90569607372011,-98.57262722606386
133.465,-99.73110521353074,-98.00046861685105
133.5575,-96.8888189100649,-96.48126428360005
133.65,-97.524111145988,-95.3547996225505
133.7425,-97.20957060862528,-98.03828307200419
133.835,-98.89980497605102,-97.3242892289807
133.9275,-97.14876422168575,-98.37312182666622
134.02,-97.1295160062509,-99.6213372953134
134.1125,-98.58098487583248,-98.39325599399655
134.205,-98.69026885248158,-100.41662535882924
134.2975,-96.47745083678649,-98.7288927923529
134.39,-96.04442359006289,-99.56574774777773
134.4825,-97.83015792420602,-96.62687270692086
134.575,-100.94430207127692,-95.99799012059333
134.6675,-98.67500516630102,-97.21610471464086
134.76,-98.8563757766583,-99.78549870146298
134.8525,-98.59675338745356,-100.01111343384028
134.945,-97.41303152259854,-98.58127493080167
135.0375,-97.86731546059092,-98.75989358559092
135.13,-98.34167199128072,-98.1149111270229
135.2225,-96.62717970971883,-96.53855666284383
135.315,-94.91274432462744,-96.40381793302588
135.4075,-95.50490151567342,-96.69746743364217
135.5,-99.54946610419351,-99.70443436591226
135.5925,-98.52430701735314,-101.13083625319298
135.685,-99.19030554085649,-100.43514044075883
135.7775,-98.5758981663612,-98.00347232407604
135.87,-98.15846544717263,-98.22794634316872
135.9625,-98.46539858829246,-99.96905306827293
136.055,-99.43924989875234,-97.58836641486562
136.1475,-98.40408716238531,-98.9441720012525
136.24,-98.79862504715312,-100.97040849441875
136.3325,-99.7717756428734,-100.28279248857652
136.425,-99.32106856680083,-99.45600966787505
136.5175,-99.5655238890159,-98.57316091294169
136.61,-98.34827511883252,-98.13891690350049
136.7025,-100.23325804812372,-98.219776907987
136.795,-98.89619433340174,-99.09100329336268
136.8875,-98.15842786108675,-97.19478955542269
