Frequency(MHz),EIRP(dBm),BG_EIRP(dBm)
115.6125,-95.68540611470253,-96.69840660298378
115.705,-99.84920824164892,-96.73157823676611
115.7975,-92.79015575433752,-99.85940013910314
115.89,-89.9803937333347,-99.54032262737766
115.9825,-90.16570312346468,-97.33480865324984
116.075,-97.57365350480562,-98.36251001115328
116.1675,-98.30811908390045,-97.98335864688873
116.26,-91.7945683055734,-98.47375989492888
116.3525,-89.89886878457058,-98.60722754921902
116.445,-89.46043702479824,-98.47841187831386
116.5375,-94.31904048231104,-98.52643031385401
116.63,-95.8488246649215,-98.11585347351524
116.7225,-91.89242568102804,-98.41387953844992
116.815,-89.21966469762289,-99.4063864993807
116.9075,-87.41388522056538,-99.20217715171772
117.0,-91.27889736948443,-98.47777279673052
117.0925,-93.7619820281691,-101.64353567807144
117.185,-92.40857224105301,-100.47875504134598
117.2775,-89.8982029202455,-97.04529001741346
117.37,-89.42810917316845,-95.88318729816845
117.4625,-91.9717788538258,-96.8528594812672
117.555,-98.61701103448313,-98.91514488458078
117.6475,-94.31623644023811,-99.13934892803108
117.74,-91.28459636747748,-96.56611339628607
117.8325,-90.98811712235357,-96.09759893387701
117.925,-95.09305847049137,-98.34257018924137
118.0175,-96.13970361501589,-98.98520074636355
118.11,-97.92771991432556,-98.92666705788025
118.2025,-93.37069684595947,-98.01374036402588
118.295,-93.17495612622618,-98.50244025708555
118.3875,-97.16783692748898,-99.89512421996945
118.48,-98.66410517992365,-98.03435206713068
118.5725,-99.06962178440912,-96.19748280735834
118.665,-95.46143599631645,-97.63071700217583
118.7575,-94.66871041330191,-97.16878670724722
118.85,-97.25388400020925,-98.74042574825613
118.9425,-98.10023465010487,-99.57813229414784
119.035,-97.65807974580126,-95.20588553193407
119.1275,-95.29054032001328,-96.46732102069687
119.22,-94.69427927557297,-101.10403116766281
119.3125,-98.73619419548811,-98.44739109490217
119.405,-98.02699522380169,-96.72680906657513
119.4975,-98.17904045377543,-99.33619072233012
119.59,-98.10253954117105,-98.07746935074137
119.6825,-96.1540980157737,-98.22366283510964
119.775,-97.61385961537634,-98.14745946889197
119.8675,-98.9375357047251,-98.79427856361181
119.96,-99.69768945520664,-100.21744958704258
120.0525,-98.18783130383272,-98.2001069996335
120.145,-96.95961988097443,-98.49859082824005
120.2375,-96.96599708116302,-99.87287269151459
120.33,-96.6833829501191,-99.07721229582222
120.4225,-96.22589481189077,-98.96706760241811
120.515,-96.48547057747102,-99.86217956184602
120.6075,-99.16562434598096,-101.08472224637158
120.7,-98.11979544847529,-99.38239920824091
120.7925,-99.28796343817663,-97.01354937567663
120.885,-98.89097639858112,-101.7280811959444
120.9775,-100.23827494248168,-98.8373502598645
121.07,-98.54311590581585,-98.17945318608929
121.1625,-96.84295961573204,-98.04500887110314
121.255,-97.7503854179334,-97.78250516890996
121.3475,-98.79130273624803,-96.42992883488084
121.44,-98.38525197594937,-99.33052632897672
121.5325,-97.52400864973276,-100.61331834211558
121.625,-97.00947552859427,-99.33899670779348
121.7175,-100.2396476076511,-99.10590432151828
121.81,-99.95093693524306,-98.65570988446181
121.9025,-96.73267609193661,-99.10183197572567
121.995,-94.76634548544655,-99.2827410542942
122.0875,-94.35574760600728,-97.73337974712057
122.18,-95.5901921460016,-97.47591907471254
122.2725,-97.70899032369122,-94.23259567037091
122.365,-94.26613536417383,-94.60961070597071
122.4575,-93.21652228698065,-97.53952796325018
122.55,-92.22556399494373,-99.22526644855701
122.6425,-93.8002337546646,-98.58899107888335
122.735,-96.86748774290112,-98.81006891965893
122.8275,-94.23666739031731,-98.34904837176262
122.92,-90.52339617103429,-99.93512407630773
123.0125,-90.78827436581376,-100.29708631649736
123.105,-92.81536722123776,-99.22356271684323
123.1975,-96.352157037111,-98.18825475439616
123.29,-94.67637666255453,-100.1669696190975
123.3825,-93.50303006485355,-97.04612851456058
123.475,-89.40107171178146,-99.19945733189864
123.5675,-90.87271412775235,-100.0826140300961
123.66,-93.88942337721932,-95.94492722243416
123.7525,-94.20108501926443,-96.2352341891863
123.845,-90.55859932244233,-98.14046272576265
123.9375,-89.53049350843274,-98.4471576319679
124.03,-88.52140777498957,-97.1832577505755
124.1225,-90.2658163042417,-100.4128881426206
124.215,-93.69195701122821,-101.12088157177509
124.3075,-92.1778129892108,-98.09197467133971
124.4,-90.0311692723692,-97.99789748281842
124.4925,-90.16833903209007,-99.01872660533226
124.585,-94.01299017608831,-98.51619452179143
124.6775,-92.17017946705919,-97.84401522145372
124.77,-90.71988584787381,-100.45319273263944
124.8625,-81.40427393034861,-98.11741632536814
124.955,-70.43302236438589,-97.25205312610464
125.0475,-71.27501847908725,-99.96801164314975
125.14,-84.9706294009175,-97.22405499906203
125.2325,-96.20233498827511,-97.91408120409542
125.325,-90.45614293158974,-99.68899205268349
125.4175,-90.74591584072469,-99.52975983486532
125.51,-94.94585262925416,-99.84235226304322
125.6025,-94.30567863897504,-96.54315880254926
125.695,-96.03899402857874,-96.96302814723109
125.7875,-89.85268508956915,-99.74984848068243
125.88,-90.18045238346973,-100.59424785466113
125.9725,-93.29660316125701,-98.19369788781951
126.065,-94.99882113875134,-99.43815982283337
126.1575,-93.60045317874565,-97.471997063023
126.25,-89.30595942528295,-98.50161524803686
126.3425,-88.72295248822648,-101.18846762494523
126.435,-92.89383654238095,-99.73924975038877
126.5275,-96.53242536948466,-98.08628126548075
126.62,-95.83827341289694,-99.40293253154928
126.7125,-94.98342351929752,-101.42989568726627
126.805,-89.92822572530746,-99.53107759298324
126.8975,-88.9497338639346,-99.67048276530178
126.99,-95.92709069640938,-97.81432061584297
127.0825,-95.72254750447011,-95.92056843952871
127.175,-92.63770188333162,-99.07151688577302
127.2675,-92.02847271727124,-96.26909619139234
127.36,-91.31579659076166,-95.41153023333979
127.4525,-96.65831150429113,-99.07077183143957
127.545,-97.50906616391437,-99.71797424496906
127.6375,-92.655208091604,-98.80042598711181
127.73,-90.55532493384442,-98.24580802710614
127.8225,-91.2011616857528,-96.7118809850692
127.915,-94.60932753922368,-97.53952620865728
128.0075,-99.30603709386644,-97.2163077847844
128.1,-95.62538916559903,-98.8115616509506
128.1925,-92.63535403030039,-101.73997591750742
128.285,-93.13949766697439,-98.62453642429861
128.3775,-93.03566248284763,-96.9803570018906
128.47,-95.63554739149428,-97.93741964491225
128.5625,-95.48566881137143,-97.94834581332455
128.655,-89.48557050468605,-98.09851606132668
128.7475,-90.22007607983663,-99.91421365307882
128.84,-96.84844914766298,-97.50881139131532
128.9325,-98.89118989127057,-96.94998963492291
129.025,-96.25087094249537,-100.04552578868677
129.1175,-93.62870995270453,-99.2466985391303
129.21,-92.62909992726917,-98.15819080861682
129.3025,-93.40283584909942,-97.80288315134551
129.395,-95.53297893645703,-97.27290813567578
129.4875,-96.59627326893181,-97.16788276600212
129.58,-92.1587359974027,-98.36258578988317
129.6725,-90.98009459989701,-97.91779296415483
